Job_Title,Salary_Estimate,Company_Name,Location,Headquarters,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Min_Salary,Max_Salary,Avg_Salary,company_txt,Job_Location,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit_Learn,TensorFlow,Hadoop,Tableau,Power_BI,Flink,MongoDB,Google_Analytics,Job_Category,Seniority_Title,Degree_Required,Company_Rating,State_Wise,Company_Man_Power,Company_Man_Power_Category,Founded_Year,Company_Age,Ownership_Type
data scientist sr,$85K-$139K (Glassdoor est.),The Buffalo Group,"Charlottesville, VA","Reston, VA",IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,85,139,112.0,The Buffalo Group,VA,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Senior,Masters,3.9,VA,501 - 1000,Medium,2010,16,Private
data scientist,$74K-$122K (Glassdoor est.),Carmeuse,"Pittsburgh, PA","Louvain-la-Neuve, Belgium",Mining,Mining & Metals,$1 to $2 billion (USD),"Lhoist, Graymont, Sibelco Group",0,0,74,122,98.0,Carmeuse,PA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.1,PA,1001 - 5000,Large,1860,166,Private
r d sr data scientist,$99K-$157K (Glassdoor est.),HP Inc.,"Vancouver, WA","Palo Alto, CA",Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,99,157,128.0,HP Inc.,WA,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Scientist,Senior,Masters,4.0,WA,10000+,Very Large,1939,87,Public
customer data scientist sales engineer  bay,$79K-$222K (Glassdoor est.),h2o.ai,"Mountain View, CA","Mountain View, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,79,222,150.5,h2o.ai,CA,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,Data Scientist,Not Specified,PhD,4.3,CA,201 - 500,Medium,2011,15,Private
research scientist,$57K-$118K (Glassdoor est.),GNS Healthcare,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,0,0,57,118,87.5,GNS Healthcare,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,1.9,MA,51 - 200,Small,2000,26,Private
data scientist,$83K-$137K (Glassdoor est.),Peraton,"Chantilly, VA","Herndon, VA",Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,83,137,110.0,Peraton,VA,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.3,VA,1001 - 5000,Large,2017,9,Private
data scientist,$86K-$141K (Glassdoor est.),Pactera,"San Jose, CA","Beijing, China",IT Services,Information Technology,$500 million to $1 billion (USD),"Infosys, EPAM, Accenture",0,0,86,141,113.5,Pactera,CA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.4,CA,10000+,Very Large,1995,31,Private
data scientist,$94K-$154K (Glassdoor est.),Nurx,"San Francisco, CA","San Francisco, CA",Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,0,0,94,154,124.0,Nurx,CA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.9,CA,51 - 200,Small,2016,10,Private
jr  business data analyst,$37K-$76K (Glassdoor est.),webfx.com,"Harrisburg, PA","Harrisburg, PA",Advertising & Marketing,Business Services,$25 to $50 million (USD),-1,0,0,37,76,56.5,webfx.com,PA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Data Analyst,Junior,Not_Specified,4.7,PA,201 - 500,Medium,1997,29,Private
data scientist,$100K-$160K (Glassdoor est.),Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",0,0,100,160,130.0,Johns Hopkins University Applied Physics Laboratory,MD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.5,MD,5001 - 10000,Large,1942,84,Nonprofit
data analyst,$55K-$100K (Glassdoor est.),Productive Edge,"Chicago, IL","Chicago, IL",Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",0,0,55,100,77.5,Productive Edge,IL,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.3,IL,51 - 200,Small,2008,18,Private
data engineer,$60K-$114K (Glassdoor est.),Excella Consulting,"Arlington, VA","Arlington, VA",Consulting,Business Services,$50 to $100 million (USD),-1,0,0,60,114,87.0,Excella Consulting,VA,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.0,VA,201 - 500,Medium,2002,24,Private
data analyst,$39K-$68K (Glassdoor est.),Gensco,"Tacoma, WA","Tacoma, WA",Wholesale,Business Services,$100 to $500 million (USD),-1,0,0,39,68,53.5,Gensco,WA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.4,WA,501 - 1000,Medium,1948,78,Private
staff data scientist   technology,$106K-$172K (Glassdoor est.),Walmart,"Plano, TX","Bentonville, AR","Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Target, Costco Wholesale, Amazon",0,0,106,172,139.0,Walmart,TX,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.2,TX,10000+,Very Large,1962,64,Public
data scientist,$86K-$142K (Glassdoor est.),Logic20/20,"San Jose, CA","Seattle, WA",Consulting,Business Services,$25 to $50 million (USD),-1,0,0,86,142,114.0,Logic20/20,CA,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.8,CA,201 - 500,Medium,2005,21,Private
data scientist,$64K-$107K (Glassdoor est.),goTRG,"Miami, FL","Miami, FL",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,64,107,85.5,goTRG,FL,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.2,FL,501 - 1000,Medium,2008,18,Private
data management specialist,$31K-$65K (Glassdoor est.),NMR Consulting,"Huntsville, AL","Chantilly, VA",IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,31,65,48.0,NMR Consulting,AL,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Other,Not Specified,Not_Specified,4.5,AL,51 - 200,Small,1996,30,Private
e commerce data analyst,$34K-$62K (Glassdoor est.),iSeatz,"New Orleans, LA","New Orleans, LA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,34,62,48.0,iSeatz,LA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.5,LA,51 - 200,Small,1999,27,Private
sr  scientist ii,$117K-$231K (Glassdoor est.),Nektar Therapeutics,"San Francisco, CA","San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Bristol-Myers Squibb, Merck, GlaxoSmithKline",0,0,117,231,174.0,Nektar Therapeutics,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,3.5,CA,201 - 500,Medium,1990,36,Public
insurance data scientist,$64K-$106K (Glassdoor est.),TransUnion,"Atlanta, GA","Chicago, IL",Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,0,0,64,106,85.0,TransUnion,GA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.9,GA,5001 - 10000,Large,1968,58,Public
data modeler,$79K-$134K (Glassdoor est.),IT Concepts,"Landover, MD","Vienna, VA",IT Services,Information Technology,$10 to $25 million (USD),-1,0,0,79,134,106.5,IT Concepts,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.7,MD,51 - 200,Small,2003,23,Private
data analyst   scientist,$52K-$93K (Glassdoor est.),Scientific Research Corporation,"Patuxent River, MD","Atlanta, GA",IT Services,Information Technology,$100 to $500 million (USD),-1,0,0,52,93,72.5,Scientific Research Corporation,MD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.2,MD,1001 - 5000,Large,1988,38,Private
scientist,$55K-$116K (Glassdoor est.),General Dynamics Information Technology,"Suitland, MD","Fairfax, VA",IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,55,116,85.5,General Dynamics Information Technology,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,3.4,MD,10000+,Very Large,1996,30,Subsidiary
data scientist,$72K-$123K (Glassdoor est.),MITRE,"McLean, VA","Bedford, MA",Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,72,123,97.5,MITRE,VA,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,Data Scientist,Not Specified,Not_Specified,3.2,VA,5001 - 10000,Large,1958,68,Nonprofit
data scientist,$74K-$124K (Glassdoor est.),The Buffalo Group,"Fort Belvoir, VA","Reston, VA",IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,74,124,99.0,The Buffalo Group,VA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.9,VA,501 - 1000,Medium,2010,16,Private
data analyst,$40K-$73K (Glassdoor est.),DentaQuest,"Milwaukee, WI","Boston, MA",Insurance Carriers,Insurance,$2 to $5 billion (USD),"MCNA Dental Plans, United Concordia, Delta Dental Plans Association",0,0,40,73,56.5,DentaQuest,WI,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.1,WI,1001 - 5000,Large,2001,25,Private
lead data scientist,$102K-$164K (Glassdoor est.),Redjack,"Silver Spring, MD","Silver Spring, MD",IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,102,164,133.0,Redjack,MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not_Specified,4.1,MD,Unknown,Unknown,2007,19,Private
data scientist,$89K-$153K (Glassdoor est.),7Park Data,"New York, NY","New York, NY",Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,89,153,121.0,7Park Data,NY,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.8,NY,51 - 200,Small,2012,14,Private
data scientist,$61K-$110K (Glassdoor est.),Rapid Response Monitoring,"Syracuse, NY","Syracuse, NY",Security Services,Business Services,Unknown / Non-Applicable,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",0,0,61,110,85.5,Rapid Response Monitoring,NY,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,4.7,NY,501 - 1000,Medium,1992,34,Private
data scientist  rice university,$65K-$110K (Glassdoor est.),Trilogy Ed,"Houston, TX","New York, NY",Education Training Services,Education,Unknown / Non-Applicable,"General Assembly, Kaplan University, Ironhack",0,0,65,110,87.5,Trilogy Ed,TX,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.3,TX,1001 - 5000,Large,2015,11,Subsidiary
senior data scientist,$200K-$275K(Employer est.),Gallup,"Washington, DC","Washington, DC",Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",0,0,200,275,237.5,Gallup,DC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,4.2,DC,1001 - 5000,Large,1935,91,Private
data engineer,$68K-$123K (Glassdoor est.),CapTech,"Charlotte, NC","Richmond, VA",IT Services,Information Technology,$100 to $500 million (USD),"Accenture, North Highland, Deloitte",0,0,68,123,95.5,CapTech,NC,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,Not Specified,Masters,3.9,NC,1001 - 5000,Large,1997,29,Private
senior data scientist,$80K-$129K (Glassdoor est.),American Axle & Manufacturing,"Southfield, MI","Detroit, MI",Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,0,0,80,129,104.5,American Axle & Manufacturing,MI,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Data Scientist,Senior,Masters,3.3,MI,10000+,Very Large,1994,32,Public
financial data analyst,$41K-$72K (Glassdoor est.),CentralReach,"Matawan, NJ","Pompano Beach, FL",Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"DataFinch Technologies, Accupoint Software Solution, CodeMetro",0,0,41,72,56.5,CentralReach,NJ,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.7,NJ,201 - 500,Medium,2012,14,Private
senior data analyst,$39K-$71K (Glassdoor est.),Integrate,"Phoenix, AZ","Phoenix, AZ",Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,0,39,71,55.0,Integrate,AZ,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Data Analyst,Senior,Not_Specified,4.3,AZ,201 - 500,Medium,2010,16,Private
research scientist,$38K-$85K (Glassdoor est.),Boys Town Hospital,"Omaha, NE","Omaha, NE",Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",0,0,38,85,61.5,Boys Town Hospital,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,2.9,NE,1001 - 5000,Large,1977,49,Healthcare
data scientist,$121K-$193K (Glassdoor est.),Demandbase,"San Francisco, CA","San Francisco, CA",Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,121,193,157.0,Demandbase,CA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.5,CA,201 - 500,Medium,2006,20,Private
data engineer,$54K-$102K (Glassdoor est.),Sapphire Digital,"Lyndhurst, NJ","Lyndhurst, NJ",Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Healthgrades",0,0,54,102,78.0,Sapphire Digital,NJ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.4,NJ,201 - 500,Medium,2019,7,Private
data scientist,$83K-$144K (Glassdoor est.),Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,83,144,113.5,Takeda Pharmaceuticals,MA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.7,MA,10000+,Very Large,1781,245,Public
data scientist,$120K-$160K (Glassdoor est.),<intent>,"New York, NY","New York, NY",Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel",0,0,120,160,140.0,<intent>,NY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.6,NY,51 - 200,Small,2009,17,Private
data scientist,$102K-$163K (Glassdoor est.),Formation,"San Francisco, CA","San Francisco, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,102,163,132.5,Formation,CA,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.2,CA,51 - 200,Small,2015,11,Private
data engineer,$76K-$140K (Glassdoor est.),Autodesk,"San Francisco, CA","San Rafael, CA",Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,76,140,108.0,Autodesk,CA,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Masters,4.0,CA,5001 - 10000,Large,1982,44,Public
ag data scientist,$60K-$101K (Glassdoor est.),Beck's Hybrids,"Atlanta, IN","Atlanta, IN",Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),-1,0,0,60,101,80.5,Beck's Hybrids,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.6,IN,501 - 1000,Medium,1937,89,Private
data scientist,$82K-$133K (Glassdoor est.),DrFirst,"Rockville, MD","Rockville, MD",Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,82,133,107.5,DrFirst,MD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,2.8,MD,201 - 500,Medium,2000,26,Private
data engineer,$65K-$125K (Glassdoor est.),Object Partners,"Minneapolis, MN","Minneapolis, MN",Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)",0,0,65,125,95.0,Object Partners,MN,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,Not Specified,Not_Specified,4.7,MN,51 - 200,Small,1996,30,Private
data scientist ii,$91K-$148K (Glassdoor est.),L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",0,0,91,148,119.5,L.A. Care Health Plan,CA,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Masters,3.0,CA,1001 - 5000,Large,1997,29,Nonprofit
senior data engineer,$95K-$173K (Glassdoor est.),Red Ventures,"Charlotte, NC","Fort Mill, SC",Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Clearlink, Credit Karma, LendingTree",0,0,95,173,134.0,Red Ventures,NC,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not_Specified,3.2,NC,1001 - 5000,Large,2000,26,Private
data scientist,$77K-$124K (Glassdoor est.),Quick Base,"Cambridge, MA","Cambridge, MA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,77,124,100.5,Quick Base,MA,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,Data Scientist,Not Specified,Not_Specified,4.4,MA,201 - 500,Medium,1999,27,Private
data scientist,$80K-$135K (Glassdoor est.),The E.W. Scripps Company,"Cincinnati, OH","Cincinnati, OH",TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),-1,0,0,80,135,107.5,The E.W. Scripps Company,OH,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Masters,3.5,OH,1001 - 5000,Large,1878,148,Public
data engineer,$85K-$159K (Glassdoor est.),Upside Business Travel,"Washington, DC","Washington, DC",Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,85,159,122.0,Upside Business Travel,DC,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.0,DC,51 - 200,Small,2015,11,Private
data engineer,$80K-$105K(Employer est.),Equity Residential,"Chicago, IL","Chicago, IL",Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,80,105,92.5,Equity Residential,IL,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,Data Engineer,Not Specified,Not_Specified,4.3,IL,1001 - 5000,Large,1993,33,Public
data analyst,$43K-$81K (Glassdoor est.),Synagro,"Baltimore, MD","Baltimore, MD",Research & Development,Business Services,$100 to $500 million (USD),-1,0,0,43,81,62.0,Synagro,MD,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,2.3,MD,501 - 1000,Medium,1986,40,Private
project scientist,$29K-$50K (Glassdoor est.),Alliance Source Testing,"Alabaster, AL","Decatur, AL",Architectural & Engineering Services,Business Services,$25 to $50 million (USD),-1,0,0,29,50,39.5,Alliance Source Testing,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,4.0,AL,51 - 200,Small,2000,26,Other
data scientist,$82K-$133K (Glassdoor est.),Accuride International,"Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA",Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,82,133,107.5,Accuride International,CA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Data Scientist,Not Specified,Masters,3.6,CA,1001 - 5000,Large,1966,60,Private
data analytics manager,$26K-$55K (Glassdoor est.),Full Potential Solutions,"Kansas City, MO","Kansas City, MO",Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,0,26,55,40.5,Full Potential Solutions,MO,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Manager,Not Specified,Not_Specified,3.8,MO,501 - 1000,Medium,2017,9,Private
senior machine learning  ml  engineer   data scientist   cyber security analytics,$61K-$118K (Glassdoor est.),Visa Inc.,"Ashburn, VA","Foster City, CA",IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,61,118,89.5,Visa Inc.,VA,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Senior,Masters,3.7,VA,10000+,Very Large,1958,68,Public
data scientist,$60K-$102K (Glassdoor est.),Maven Wave Partners,"Chicago, IL","Chicago, IL",Consulting,Business Services,$50 to $100 million (USD),-1,0,0,60,102,81.0,Maven Wave Partners,IL,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.4,IL,201 - 500,Medium,2008,18,Private
senior data scientist,$112K-$182K (Glassdoor est.),Novetta,"Herndon, VA","Mc Lean, VA",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,112,182,147.0,Novetta,VA,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Senior,Not_Specified,4.0,VA,501 - 1000,Medium,2012,14,Private
data scientist,$64K-$106K (Glassdoor est.),"First Command Financial Services, Inc.","Fort Worth, TX","Fort Worth, TX",Brokerage Services,Finance,$100 to $500 million (USD),"USAA, Navy Federal Credit Union, Raymond James Financial",0,0,64,106,85.0,"First Command Financial Services, Inc.",TX,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Data Scientist,Not Specified,Not_Specified,3.2,TX,1001 - 5000,Large,1958,68,Private
associate scientist,$51K-$112K (Glassdoor est.),Pharmavite,"Valencia, CA","West Hills, CA",Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"The Nature's Bounty Co., Schiff Nutrition International",0,0,51,112,81.5,Pharmavite,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,2.9,CA,1001 - 5000,Large,1971,55,Private
scientist 2  qc viral vector,$113K-$223K (Glassdoor est.),BioMarin Pharmaceutical,"Novato, CA","San Rafael, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",0,0,113,223,168.0,BioMarin Pharmaceutical,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,3.8,CA,1001 - 5000,Large,1997,29,Public
machine learning engineer,$72K-$129K (Glassdoor est.),Stratagem Group,"Aurora, CO","Aurora, CO",Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,0,0,72,129,100.5,Stratagem Group,CO,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,ML Engineer,Not Specified,Not_Specified,4.3,CO,Unknown,Unknown,2007,19,Private
data scientist ml engineer,$71K-$123K (Glassdoor est.),PA Consulting,"New York, NY","London, United Kingdom",Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,71,123,97.0,PA Consulting,NY,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,Not Specified,Masters,3.4,NY,1001 - 5000,Large,1943,83,Private
